Time Bucket (America/Chicago),PruebaSensor_2 (kWhs),PruebaSensor_3 (kWhs),Dates,Load,Weekday,Weekday_num,Hour,Day,Month,DecimalDate
03/20/2022 22:00:00,0.4055,0.1565,2022-03-20 22:00:00,0.562,Sunday,6,22,20,3,2022.2162100456621
03/20/2022 23:00:00,0.2326,0.1284,2022-03-20 23:00:00,0.361,Sunday,6,23,20,3,2022.2163242009133
03/21/2022 00:00:00,0.1979,0.1441,2022-03-21 00:00:00,0.34199999999999997,Monday,0,0,21,3,2022.2164383561644
03/21/2022 01:00:00,0.1904,0.1419,2022-03-21 01:00:00,0.33230000000000004,Monday,0,1,21,3,2022.2165525114156
03/21/2022 02:00:00,0.1889,0.2078,2022-03-21 02:00:00,0.39670000000000005,Monday,0,2,21,3,2022.2166666666667
03/21/2022 03:00:00,0.1887,0.1825,2022-03-21 03:00:00,0.3712,Monday,0,3,21,3,2022.2167808219178
03/21/2022 04:00:00,0.1887,0.1497,2022-03-21 04:00:00,0.33840000000000003,Monday,0,4,21,3,2022.216894977169
03/21/2022 05:00:00,0.1888,0.1166,2022-03-21 05:00:00,0.3054,Monday,0,5,21,3,2022.2170091324201
03/21/2022 06:00:00,0.1887,0.1407,2022-03-21 06:00:00,0.3294,Monday,0,6,21,3,2022.2171232876713
03/21/2022 07:00:00,0.1888,0.1394,2022-03-21 07:00:00,0.3282,Monday,0,7,21,3,2022.2172374429224
03/21/2022 08:00:00,0.1888,0.1107,2022-03-21 08:00:00,0.2995,Monday,0,8,21,3,2022.2173515981735
03/21/2022 09:00:00,0.1895,0.2159,2022-03-21 09:00:00,0.4054,Monday,0,9,21,3,2022.2174657534247
03/21/2022 10:00:00,0.192,0.1884,2022-03-21 10:00:00,0.3804,Monday,0,10,21,3,2022.2175799086758
03/21/2022 11:00:00,0.1911,0.2279,2022-03-21 11:00:00,0.419,Monday,0,11,21,3,2022.217694063927
03/21/2022 12:00:00,0.1174,0.2322,2022-03-21 12:00:00,0.3496,Monday,0,12,21,3,2022.217808219178
03/21/2022 13:00:00,0.0566,0.1458,2022-03-21 13:00:00,0.20240000000000002,Monday,0,13,21,3,2022.2179223744292
03/21/2022 14:00:00,0.1903,0.1456,2022-03-21 14:00:00,0.3359,Monday,0,14,21,3,2022.2180365296804
03/21/2022 15:00:00,0.2259,0.1396,2022-03-21 15:00:00,0.3655,Monday,0,15,21,3,2022.2181506849315
03/21/2022 16:00:00,0.4393,0.1546,2022-03-21 16:00:00,0.5939,Monday,0,16,21,3,2022.2182648401827
03/21/2022 17:00:00,0.4217,0.302,2022-03-21 17:00:00,0.7237,Monday,0,17,21,3,2022.2183789954338
03/21/2022 18:00:00,0.456,0.1349,2022-03-21 18:00:00,0.5909,Monday,0,18,21,3,2022.218493150685
03/21/2022 19:00:00,0.439,0.1379,2022-03-21 19:00:00,0.5769,Monday,0,19,21,3,2022.218607305936
03/21/2022 20:00:00,0.4418,0.1361,2022-03-21 20:00:00,0.5779000000000001,Monday,0,20,21,3,2022.2187214611872
03/21/2022 21:00:00,0.3166,0.1839,2022-03-21 21:00:00,0.5005,Monday,0,21,21,3,2022.2188356164384
03/21/2022 22:00:00,0.2599,0.314,2022-03-21 22:00:00,0.5739000000000001,Monday,0,22,21,3,2022.2189497716895
03/21/2022 23:00:00,0.1911,0.2266,2022-03-21 23:00:00,0.41769999999999996,Monday,0,23,21,3,2022.2190639269406
03/22/2022 00:00:00,0.0729,0.1996,2022-03-22 00:00:00,0.2725,Tuesday,1,0,22,3,2022.2191780821918
03/22/2022 01:00:00,0.0215,0.1553,2022-03-22 01:00:00,0.17679999999999998,Tuesday,1,1,22,3,2022.219292237443
03/22/2022 02:00:00,0.0214,0.1516,2022-03-22 02:00:00,0.17300000000000001,Tuesday,1,2,22,3,2022.219406392694
03/22/2022 03:00:00,0.0495,0.1474,2022-03-22 03:00:00,0.19690000000000002,Tuesday,1,3,22,3,2022.2195205479452
03/22/2022 04:00:00,0.1539,0.1228,2022-03-22 04:00:00,0.2767,Tuesday,1,4,22,3,2022.2196347031963
03/22/2022 05:00:00,0.1532,0.1129,2022-03-22 05:00:00,0.2661,Tuesday,1,5,22,3,2022.2197488584475
03/22/2022 06:00:00,0.1537,0.1401,2022-03-22 06:00:00,0.2938,Tuesday,1,6,22,3,2022.2198630136986
03/22/2022 07:00:00,0.1534,0.1393,2022-03-22 07:00:00,0.2927,Tuesday,1,7,22,3,2022.2199771689498
03/22/2022 08:00:00,0.3407,0.124,2022-03-22 08:00:00,0.4647,Tuesday,1,8,22,3,2022.220091324201
03/22/2022 09:00:00,0.42,0.2817,2022-03-22 09:00:00,0.7017,Tuesday,1,9,22,3,2022.220205479452
03/22/2022 10:00:00,0.271,0.2043,2022-03-22 10:00:00,0.47530000000000006,Tuesday,1,10,22,3,2022.2203196347032
03/22/2022 11:00:00,0.2699,0.2595,2022-03-22 11:00:00,0.5294,Tuesday,1,11,22,3,2022.2204337899543
03/22/2022 12:00:00,0.2724,0.1319,2022-03-22 12:00:00,0.4043,Tuesday,1,12,22,3,2022.2205479452055
03/22/2022 13:00:00,0.2751,0.1242,2022-03-22 13:00:00,0.3993,Tuesday,1,13,22,3,2022.2206621004566
03/22/2022 14:00:00,0.2748,0.1396,2022-03-22 14:00:00,0.4144,Tuesday,1,14,22,3,2022.2207762557077
03/22/2022 15:00:00,0.2701,0.2394,2022-03-22 15:00:00,0.5095000000000001,Tuesday,1,15,22,3,2022.2208904109589
03/22/2022 16:00:00,0.2686,0.6076,2022-03-22 16:00:00,0.8762000000000001,Tuesday,1,16,22,3,2022.22100456621
03/22/2022 17:00:00,0.2762,0.2548,2022-03-22 17:00:00,0.531,Tuesday,1,17,22,3,2022.2211187214612
03/22/2022 18:00:00,0.1849,0.2016,2022-03-22 18:00:00,0.3865,Tuesday,1,18,22,3,2022.2212328767123
03/22/2022 19:00:00,0.0303,0.1425,2022-03-22 19:00:00,0.17279999999999998,Tuesday,1,19,22,3,2022.2213470319634
03/22/2022 20:00:00,0.2412,0.1925,2022-03-22 20:00:00,0.4337,Tuesday,1,20,22,3,2022.2214611872146
03/22/2022 21:00:00,0.301,0.3414,2022-03-22 21:00:00,0.6424,Tuesday,1,21,22,3,2022.2215753424657
03/22/2022 22:00:00,0.3315,0.2199,2022-03-22 22:00:00,0.5514,Tuesday,1,22,22,3,2022.2216894977169
03/22/2022 23:00:00,0.2399,0.2079,2022-03-22 23:00:00,0.4478,Tuesday,1,23,22,3,2022.221803652968
03/23/2022 00:00:00,0.1594,0.148,2022-03-23 00:00:00,0.3074,Wednesday,2,0,23,3,2022.2219178082191
03/23/2022 01:00:00,0.0233,0.1483,2022-03-23 01:00:00,0.17159999999999997,Wednesday,2,1,23,3,2022.2220319634703
03/23/2022 02:00:00,0.0612,0.1375,2022-03-23 02:00:00,0.19870000000000002,Wednesday,2,2,23,3,2022.2221461187214
03/23/2022 03:00:00,0.1536,0.1168,2022-03-23 03:00:00,0.2704,Wednesday,2,3,23,3,2022.2222602739726
03/23/2022 04:00:00,0.1535,0.124,2022-03-23 04:00:00,0.27749999999999997,Wednesday,2,4,23,3,2022.2223744292237
03/23/2022 05:00:00,0.1532,0.1435,2022-03-23 05:00:00,0.29669999999999996,Wednesday,2,5,23,3,2022.2224885844748
03/23/2022 06:00:00,0.1531,0.2362,2022-03-23 06:00:00,0.3893,Wednesday,2,6,23,3,2022.222602739726
03/23/2022 07:00:00,0.1534,0.1826,2022-03-23 07:00:00,0.336,Wednesday,2,7,23,3,2022.222716894977
03/23/2022 08:00:00,0.1537,0.1556,2022-03-23 08:00:00,0.3093,Wednesday,2,8,23,3,2022.2228310502283
03/23/2022 09:00:00,0.0587,0.113,2022-03-23 09:00:00,0.17170000000000002,Wednesday,2,9,23,3,2022.2229452054794
03/23/2022 10:00:00,0.0548,0.2445,2022-03-23 10:00:00,0.2993,Wednesday,2,10,23,3,2022.2230593607305
03/23/2022 11:00:00,0.0234,0.1421,2022-03-23 11:00:00,0.1655,Wednesday,2,11,23,3,2022.2231735159817
03/23/2022 12:00:00,0.0212,0.1797,2022-03-23 12:00:00,0.2009,Wednesday,2,12,23,3,2022.2232876712328
03/23/2022 13:00:00,0.0215,0.1406,2022-03-23 13:00:00,0.1621,Wednesday,2,13,23,3,2022.223401826484
03/23/2022 14:00:00,0.0216,0.1465,2022-03-23 14:00:00,0.1681,Wednesday,2,14,23,3,2022.223515981735
03/23/2022 15:00:00,0.0214,0.17,2022-03-23 15:00:00,0.19140000000000001,Wednesday,2,15,23,3,2022.2236301369862
03/23/2022 16:00:00,0.0389,0.348,2022-03-23 16:00:00,0.38689999999999997,Wednesday,2,16,23,3,2022.2237442922374
03/23/2022 17:00:00,0.188,0.1451,2022-03-23 17:00:00,0.3331,Wednesday,2,17,23,3,2022.2238584474885
03/23/2022 18:00:00,0.1888,0.1498,2022-03-23 18:00:00,0.3386,Wednesday,2,18,23,3,2022.2239726027397
03/23/2022 19:00:00,0.1868,0.1334,2022-03-23 19:00:00,0.3202,Wednesday,2,19,23,3,2022.2240867579908
03/23/2022 20:00:00,0.3559,0.1709,2022-03-23 20:00:00,0.5267999999999999,Wednesday,2,20,23,3,2022.224200913242
03/23/2022 21:00:00,0.2213,0.3599,2022-03-23 21:00:00,0.5811999999999999,Wednesday,2,21,23,3,2022.224315068493
03/23/2022 22:00:00,0.2776,0.1839,2022-03-23 22:00:00,0.4615,Wednesday,2,22,23,3,2022.2244292237442
03/23/2022 23:00:00,0.2584,0.1844,2022-03-23 23:00:00,0.4428,Wednesday,2,23,23,3,2022.2245433789953
03/24/2022 00:00:00,0.1576,0.1443,2022-03-24 00:00:00,0.3019,Thursday,3,0,24,3,2022.2246575342465
03/24/2022 01:00:00,0.1538,0.1414,2022-03-24 01:00:00,0.2952,Thursday,3,1,24,3,2022.2247716894976
03/24/2022 02:00:00,0.1394,0.117,2022-03-24 02:00:00,0.2564,Thursday,3,2,24,3,2022.2248858447488
03/24/2022 03:00:00,0.1327,0.1159,2022-03-24 03:00:00,0.24860000000000002,Thursday,3,3,24,3,2022.225
03/24/2022 04:00:00,0.0209,0.2579,2022-03-24 04:00:00,0.2788,Thursday,3,4,24,3,2022.225114155251
03/24/2022 05:00:00,0.0208,0.19,2022-03-24 05:00:00,0.2108,Thursday,3,5,24,3,2022.2252283105022
03/24/2022 06:00:00,0.0298,0.1491,2022-03-24 06:00:00,0.1789,Thursday,3,6,24,3,2022.2253424657533
03/24/2022 07:00:00,0.2862,0.1436,2022-03-24 07:00:00,0.4298,Thursday,3,7,24,3,2022.2254566210045
03/24/2022 08:00:00,0.4119,0.1098,2022-03-24 08:00:00,0.5216999999999999,Thursday,3,8,24,3,2022.2255707762556
03/24/2022 09:00:00,0.4033,0.2245,2022-03-24 09:00:00,0.6278,Thursday,3,9,24,3,2022.2256849315067
03/24/2022 10:00:00,0.2739,0.1878,2022-03-24 10:00:00,0.4617,Thursday,3,10,24,3,2022.225799086758
03/24/2022 11:00:00,0.2756,0.1879,2022-03-24 11:00:00,0.4635,Thursday,3,11,24,3,2022.225913242009
03/24/2022 12:00:00,0.2748,0.1405,2022-03-24 12:00:00,0.4153,Thursday,3,12,24,3,2022.2260273972602
03/24/2022 13:00:00,0.2732,0.1411,2022-03-24 13:00:00,0.4143,Thursday,3,13,24,3,2022.2261415525113
03/24/2022 14:00:00,0.2717,0.5434,2022-03-24 14:00:00,0.8150999999999999,Thursday,3,14,24,3,2022.2262557077624
03/24/2022 15:00:00,0.2742,0.236,2022-03-24 15:00:00,0.5102,Thursday,3,15,24,3,2022.2263698630136
03/24/2022 16:00:00,0.2734,0.1663,2022-03-24 16:00:00,0.4397,Thursday,3,16,24,3,2022.2264840182647
03/24/2022 17:00:00,0.0664,0.1384,2022-03-24 17:00:00,0.20479999999999998,Thursday,3,17,24,3,2022.226598173516
03/24/2022 18:00:00,0.0337,0.1368,2022-03-24 18:00:00,0.1705,Thursday,3,18,24,3,2022.2267123287672
03/24/2022 19:00:00,0.1834,0.1243,2022-03-24 19:00:00,0.3077,Thursday,3,19,24,3,2022.2268264840184
03/24/2022 20:00:00,0.096,0.3009,2022-03-24 20:00:00,0.39690000000000003,Thursday,3,20,24,3,2022.2269406392695
03/24/2022 21:00:00,0.0869,0.5952,2022-03-24 21:00:00,0.6820999999999999,Thursday,3,21,24,3,2022.2270547945207
03/24/2022 22:00:00,0.2341,0.3173,2022-03-24 22:00:00,0.5514,Thursday,3,22,24,3,2022.2271689497718
03/24/2022 23:00:00,0.1862,0.182,2022-03-24 23:00:00,0.36819999999999997,Thursday,3,23,24,3,2022.227283105023
03/25/2022 00:00:00,0.1666,0.1338,2022-03-25 00:00:00,0.3004,Friday,4,0,25,3,2022.227397260274
03/25/2022 01:00:00,0.1248,0.1998,2022-03-25 01:00:00,0.3246,Friday,4,1,25,3,2022.2275114155252
03/25/2022 02:00:00,0.0203,0.2066,2022-03-25 02:00:00,0.2269,Friday,4,2,25,3,2022.2276255707764
03/25/2022 03:00:00,0.0203,0.1523,2022-03-25 03:00:00,0.17259999999999998,Friday,4,3,25,3,2022.2277397260275
03/25/2022 04:00:00,0.0202,0.1516,2022-03-25 04:00:00,0.1718,Friday,4,4,25,3,2022.2278538812786
03/25/2022 05:00:00,0.1254,0.137,2022-03-25 05:00:00,0.2624,Friday,4,5,25,3,2022.2279680365298
03/25/2022 06:00:00,0.2489,0.1041,2022-03-25 06:00:00,0.353,Friday,4,6,25,3,2022.228082191781
03/25/2022 07:00:00,0.1935,0.1038,2022-03-25 07:00:00,0.2973,Friday,4,7,25,3,2022.228196347032
03/25/2022 08:00:00,0.0851,0.2497,2022-03-25 08:00:00,0.3348,Friday,4,8,25,3,2022.2283105022832
03/25/2022 09:00:00,0.0217,0.3023,2022-03-25 09:00:00,0.324,Friday,4,9,25,3,2022.2284246575343
03/25/2022 10:00:00,0.0211,0.2411,2022-03-25 10:00:00,0.2622,Friday,4,10,25,3,2022.2285388127855
03/25/2022 11:00:00,0.0209,0.1882,2022-03-25 11:00:00,0.2091,Friday,4,11,25,3,2022.2286529680366
03/25/2022 12:00:00,0.0213,0.2,2022-03-25 12:00:00,0.2213,Friday,4,12,25,3,2022.2287671232878
03/25/2022 13:00:00,0.0259,0.1515,2022-03-25 13:00:00,0.1774,Friday,4,13,25,3,2022.228881278539
03/25/2022 14:00:00,0.0207,0.1458,2022-03-25 14:00:00,0.1665,Friday,4,14,25,3,2022.22899543379
03/25/2022 15:00:00,0.0205,0.1255,2022-03-25 15:00:00,0.146,Friday,4,15,25,3,2022.2291095890412
03/25/2022 16:00:00,0.0205,0.1216,2022-03-25 16:00:00,0.1421,Friday,4,16,25,3,2022.2292237442923
03/25/2022 17:00:00,0.0214,0.1205,2022-03-25 17:00:00,0.1419,Friday,4,17,25,3,2022.2293378995435
03/25/2022 18:00:00,0.0216,0.1999,2022-03-25 18:00:00,0.2215,Friday,4,18,25,3,2022.2294520547946
03/25/2022 19:00:00,0.0422,0.2824,2022-03-25 19:00:00,0.3246,Friday,4,19,25,3,2022.2295662100457
03/25/2022 20:00:00,0.071,0.3125,2022-03-25 20:00:00,0.3835,Friday,4,20,25,3,2022.2296803652969
03/25/2022 21:00:00,0.3396,0.23,2022-03-25 21:00:00,0.5696,Friday,4,21,25,3,2022.229794520548
03/25/2022 22:00:00,0.3479,0.3246,2022-03-25 22:00:00,0.6725,Friday,4,22,25,3,2022.2299086757992
03/25/2022 23:00:00,0.191,0.1963,2022-03-25 23:00:00,0.3873,Friday,4,23,25,3,2022.2300228310503
03/26/2022 00:00:00,0.3176,0.2395,2022-03-26 00:00:00,0.5570999999999999,Saturday,5,0,26,3,2022.2301369863014
03/26/2022 01:00:00,0.154,0.1494,2022-03-26 01:00:00,0.3034,Saturday,5,1,26,3,2022.2302511415526
03/26/2022 02:00:00,0.1016,0.1483,2022-03-26 02:00:00,0.24989999999999998,Saturday,5,2,26,3,2022.2303652968037
03/26/2022 03:00:00,0.0208,0.1464,2022-03-26 03:00:00,0.16720000000000002,Saturday,5,3,26,3,2022.2304794520549
03/26/2022 04:00:00,0.0203,0.1435,2022-03-26 04:00:00,0.1638,Saturday,5,4,26,3,2022.230593607306
03/26/2022 05:00:00,0.0694,0.1184,2022-03-26 05:00:00,0.18780000000000002,Saturday,5,5,26,3,2022.2307077625571
03/26/2022 06:00:00,0.1537,0.1071,2022-03-26 06:00:00,0.26080000000000003,Saturday,5,6,26,3,2022.2308219178083
03/26/2022 07:00:00,0.1535,0.139,2022-03-26 07:00:00,0.2925,Saturday,5,7,26,3,2022.2309360730594
03/26/2022 08:00:00,0.2489,0.1299,2022-03-26 08:00:00,0.3788,Saturday,5,8,26,3,2022.2310502283106
03/26/2022 09:00:00,0.1369,0.301,2022-03-26 09:00:00,0.43789999999999996,Saturday,5,9,26,3,2022.2311643835617
03/26/2022 10:00:00,0.043,0.2073,2022-03-26 10:00:00,0.2503,Saturday,5,10,26,3,2022.2312785388128
03/26/2022 11:00:00,0.0205,0.1471,2022-03-26 11:00:00,0.1676,Saturday,5,11,26,3,2022.231392694064
03/26/2022 12:00:00,0.0213,0.1475,2022-03-26 12:00:00,0.1688,Saturday,5,12,26,3,2022.231506849315
03/26/2022 13:00:00,0.0193,0.4158,2022-03-26 13:00:00,0.4351,Saturday,5,13,26,3,2022.2316210045663
03/26/2022 14:00:00,0.0188,0.4403,2022-03-26 14:00:00,0.4591,Saturday,5,14,26,3,2022.2317351598174
03/26/2022 15:00:00,0.0193,0.384,2022-03-26 15:00:00,0.4033,Saturday,5,15,26,3,2022.2318493150685
03/26/2022 16:00:00,0.0201,0.1376,2022-03-26 16:00:00,0.1577,Saturday,5,16,26,3,2022.2319634703197
03/26/2022 17:00:00,0.0201,0.1376,2022-03-26 17:00:00,0.1577,Saturday,5,17,26,3,2022.2320776255708
03/26/2022 18:00:00,0.0206,0.4203,2022-03-26 18:00:00,0.4409,Saturday,5,18,26,3,2022.232191780822
03/26/2022 19:00:00,0.0991,0.3779,2022-03-26 19:00:00,0.477,Saturday,5,19,26,3,2022.232305936073
03/26/2022 20:00:00,0.2085,0.1751,2022-03-26 20:00:00,0.3836,Saturday,5,20,26,3,2022.2324200913242
03/26/2022 21:00:00,0.3024,0.2495,2022-03-26 21:00:00,0.5519000000000001,Saturday,5,21,26,3,2022.2325342465754
03/26/2022 22:00:00,0.2593,0.1334,2022-03-26 22:00:00,0.39269999999999994,Saturday,5,22,26,3,2022.2326484018265
03/26/2022 23:00:00,0.2421,0.112,2022-03-26 23:00:00,0.3541,Saturday,5,23,26,3,2022.2327625570776
03/27/2022 00:00:00,0.3776,0.114,2022-03-27 00:00:00,0.4916,Sunday,6,0,27,3,2022.2328767123288
03/27/2022 01:00:00,0.3809,0.1327,2022-03-27 01:00:00,0.5136000000000001,Sunday,6,1,27,3,2022.23299086758
03/27/2022 02:00:00,0.1172,0.1341,2022-03-27 02:00:00,0.25129999999999997,Sunday,6,2,27,3,2022.233105022831
03/27/2022 03:00:00,0.0206,0.1228,2022-03-27 03:00:00,0.1434,Sunday,6,3,27,3,2022.2332191780822
03/27/2022 04:00:00,0.0204,0.1861,2022-03-27 04:00:00,0.2065,Sunday,6,4,27,3,2022.2333333333333
03/27/2022 05:00:00,0.0203,0.2001,2022-03-27 05:00:00,0.22039999999999998,Sunday,6,5,27,3,2022.2334474885845
03/27/2022 06:00:00,0.0203,0.1405,2022-03-27 06:00:00,0.1608,Sunday,6,6,27,3,2022.2335616438356
03/27/2022 07:00:00,0.1286,0.1372,2022-03-27 07:00:00,0.2658,Sunday,6,7,27,3,2022.2336757990868
03/27/2022 08:00:00,0.1683,0.1318,2022-03-27 08:00:00,0.30010000000000003,Sunday,6,8,27,3,2022.233789954338
03/27/2022 09:00:00,0.1334,0.5275,2022-03-27 09:00:00,0.6608999999999999,Sunday,6,9,27,3,2022.233904109589
03/27/2022 10:00:00,0.0278,0.1634,2022-03-27 10:00:00,0.19119999999999998,Sunday,6,10,27,3,2022.2340182648402
03/27/2022 11:00:00,0.0251,0.4633,2022-03-27 11:00:00,0.4884,Sunday,6,11,27,3,2022.2341324200913
03/27/2022 12:00:00,0.1706,0.7496,2022-03-27 12:00:00,0.9202,Sunday,6,12,27,3,2022.2342465753425
03/27/2022 13:00:00,0.051,0.1647,2022-03-27 13:00:00,0.2157,Sunday,6,13,27,3,2022.2343607305936
03/27/2022 14:00:00,0.1649,0.1954,2022-03-27 14:00:00,0.36029999999999995,Sunday,6,14,27,3,2022.2344748858447
03/27/2022 15:00:00,0.1451,0.3353,2022-03-27 15:00:00,0.4804,Sunday,6,15,27,3,2022.234589041096
03/27/2022 16:00:00,0.0492,0.1897,2022-03-27 16:00:00,0.2389,Sunday,6,16,27,3,2022.234703196347
03/27/2022 17:00:00,0.1786,0.2876,2022-03-27 17:00:00,0.46620000000000006,Sunday,6,17,27,3,2022.2348173515982
03/27/2022 18:00:00,0.1856,0.139,2022-03-27 18:00:00,0.3246,Sunday,6,18,27,3,2022.2349315068493
03/27/2022 19:00:00,0.2176,0.1213,2022-03-27 19:00:00,0.3389,Sunday,6,19,27,3,2022.2350456621004
03/27/2022 20:00:00,0.5031,0.1875,2022-03-27 20:00:00,0.6906,Sunday,6,20,27,3,2022.2351598173516
03/27/2022 21:00:00,0.4609,0.3929,2022-03-27 21:00:00,0.8538,Sunday,6,21,27,3,2022.2352739726027
03/27/2022 22:00:00,0.1744,0.1403,2022-03-27 22:00:00,0.3147,Sunday,6,22,27,3,2022.2353881278539
03/27/2022 23:00:00,0.188,0.2477,2022-03-27 23:00:00,0.4357,Sunday,6,23,27,3,2022.235502283105
03/28/2022 00:00:00,0.2308,0.1127,2022-03-28 00:00:00,0.3435,Monday,0,0,28,3,2022.2356164383561
03/28/2022 01:00:00,0.1808,0.1203,2022-03-28 01:00:00,0.3011,Monday,0,1,28,3,2022.2357305936073
03/28/2022 02:00:00,0.0202,0.1506,2022-03-28 02:00:00,0.1708,Monday,0,2,28,3,2022.2358447488584
03/28/2022 03:00:00,0.0671,0.2428,2022-03-28 03:00:00,0.3099,Monday,0,3,28,3,2022.2359589041096
03/28/2022 04:00:00,0.0997,0.1492,2022-03-28 04:00:00,0.2489,Monday,0,4,28,3,2022.2360730593607
03/28/2022 05:00:00,0.0203,0.1475,2022-03-28 05:00:00,0.1678,Monday,0,5,28,3,2022.2361872146118
03/28/2022 06:00:00,0.0205,0.1434,2022-03-28 06:00:00,0.1639,Monday,0,6,28,3,2022.236301369863
03/28/2022 07:00:00,0.0206,0.1401,2022-03-28 07:00:00,0.1607,Monday,0,7,28,3,2022.2364155251141
03/28/2022 08:00:00,0.0277,0.1157,2022-03-28 08:00:00,0.1434,Monday,0,8,28,3,2022.2365296803653
03/28/2022 09:00:00,0.0876,0.2628,2022-03-28 09:00:00,0.3504,Monday,0,9,28,3,2022.2366438356164
03/28/2022 10:00:00,0.0209,0.2467,2022-03-28 10:00:00,0.2676,Monday,0,10,28,3,2022.2367579908675
03/28/2022 11:00:00,0.0227,0.1386,2022-03-28 11:00:00,0.1613,Monday,0,11,28,3,2022.2368721461187
03/28/2022 12:00:00,0.0216,0.2008,2022-03-28 12:00:00,0.22240000000000001,Monday,0,12,28,3,2022.2369863013698
03/28/2022 13:00:00,0.0204,0.1853,2022-03-28 13:00:00,0.2057,Monday,0,13,28,3,2022.237100456621
03/28/2022 14:00:00,0.0206,0.1517,2022-03-28 14:00:00,0.1723,Monday,0,14,28,3,2022.237214611872
03/28/2022 15:00:00,0.0874,0.1462,2022-03-28 15:00:00,0.2336,Monday,0,15,28,3,2022.2373287671232
03/28/2022 16:00:00,0.1705,0.1424,2022-03-28 16:00:00,0.3129,Monday,0,16,28,3,2022.2374429223744
03/28/2022 17:00:00,0.1869,0.1373,2022-03-28 17:00:00,0.32420000000000004,Monday,0,17,28,3,2022.2375570776255
03/28/2022 18:00:00,0.0535,0.3707,2022-03-28 18:00:00,0.42419999999999997,Monday,0,18,28,3,2022.2376712328767
03/28/2022 19:00:00,0.0204,0.1874,2022-03-28 19:00:00,0.2078,Monday,0,19,28,3,2022.2377853881278
03/28/2022 20:00:00,0.2335,0.2238,2022-03-28 20:00:00,0.45730000000000004,Monday,0,20,28,3,2022.237899543379
03/28/2022 21:00:00,0.5273,0.1233,2022-03-28 21:00:00,0.6506,Monday,0,21,28,3,2022.23801369863
03/28/2022 22:00:00,0.3045,0.246,2022-03-28 22:00:00,0.5505,Monday,0,22,28,3,2022.2381278538812
03/28/2022 23:00:00,0.3084,0.3465,2022-03-28 23:00:00,0.6549,Monday,0,23,28,3,2022.2382420091324
03/29/2022 00:00:00,0.1725,0.1414,2022-03-29 00:00:00,0.31389999999999996,Tuesday,1,0,29,3,2022.2383561643835
03/29/2022 01:00:00,0.1009,0.2493,2022-03-29 01:00:00,0.3502,Tuesday,1,1,29,3,2022.2384703196346
03/29/2022 02:00:00,0.0214,0.1652,2022-03-29 02:00:00,0.18660000000000002,Tuesday,1,2,29,3,2022.2385844748858
03/29/2022 03:00:00,0.0212,0.1594,2022-03-29 03:00:00,0.18059999999999998,Tuesday,1,3,29,3,2022.238698630137
03/29/2022 04:00:00,0.1535,0.1303,2022-03-29 04:00:00,0.2838,Tuesday,1,4,29,3,2022.238812785388
03/29/2022 05:00:00,0.1151,0.1404,2022-03-29 05:00:00,0.2555,Tuesday,1,5,29,3,2022.2389269406392
03/29/2022 06:00:00,0.0204,0.1436,2022-03-29 06:00:00,0.164,Tuesday,1,6,29,3,2022.2390410958903
03/29/2022 07:00:00,0.0207,0.1414,2022-03-29 07:00:00,0.1621,Tuesday,1,7,29,3,2022.2391552511415
03/29/2022 08:00:00,0.0208,0.1148,2022-03-29 08:00:00,0.1356,Tuesday,1,8,29,3,2022.2392694063926
03/29/2022 09:00:00,0.0392,0.1597,2022-03-29 09:00:00,0.19890000000000002,Tuesday,1,9,29,3,2022.2393835616438
03/29/2022 10:00:00,0.0495,0.3249,2022-03-29 10:00:00,0.3744,Tuesday,1,10,29,3,2022.239497716895
03/29/2022 11:00:00,0.0479,0.2268,2022-03-29 11:00:00,0.2747,Tuesday,1,11,29,3,2022.239611872146
03/29/2022 12:00:00,0.0611,0.1756,2022-03-29 12:00:00,0.23670000000000002,Tuesday,1,12,29,3,2022.2397260273972
03/29/2022 13:00:00,0.0586,0.7441,2022-03-29 13:00:00,0.8027,Tuesday,1,13,29,3,2022.2398401826483
03/29/2022 14:00:00,0.0602,0.3375,2022-03-29 14:00:00,0.3977,Tuesday,1,14,29,3,2022.2399543378995
03/29/2022 15:00:00,0.2319,0.1361,2022-03-29 15:00:00,0.368,Tuesday,1,15,29,3,2022.2400684931506
03/29/2022 16:00:00,0.064,0.2653,2022-03-29 16:00:00,0.3293,Tuesday,1,16,29,3,2022.2401826484017
03/29/2022 17:00:00,0.0586,0.2831,2022-03-29 17:00:00,0.3417,Tuesday,1,17,29,3,2022.2402968036529
03/29/2022 18:00:00,0.0218,0.1271,2022-03-29 18:00:00,0.14889999999999998,Tuesday,1,18,29,3,2022.240410958904
03/29/2022 19:00:00,0.0217,0.1981,2022-03-29 19:00:00,0.2198,Tuesday,1,19,29,3,2022.2405251141552
03/29/2022 20:00:00,0.1658,0.1768,2022-03-29 20:00:00,0.3426,Tuesday,1,20,29,3,2022.2406392694063
03/29/2022 21:00:00,0.2234,0.1481,2022-03-29 21:00:00,0.3715,Tuesday,1,21,29,3,2022.2407534246574
03/29/2022 22:00:00,0.2324,0.243,2022-03-29 22:00:00,0.4754,Tuesday,1,22,29,3,2022.2408675799086
03/29/2022 23:00:00,0.2107,0.3766,2022-03-29 23:00:00,0.5872999999999999,Tuesday,1,23,29,3,2022.2409817351597
